Id;CODIGO_BUQUE;CODIGO_UE;NOMBRE_BUQUE;MATRICULA;FOLIO;DISTINTIVO;LISTA;CENSOPORMODALIDAD;CALADERO;MODALIDAD;LABORATORIO_PTOBASE;CODIGO_PUERTO_BASE;PUERTO_BASE;VERNACULO;PROVINCIA;AUTONOMIA_PUERTO_BASE;ESTADO;PAIS_EXPORTACION;FECHA_ALTA_CENSO;FECHA_SITUACION;FECHA_ENTRADA_SERVICIO;IRREGULAR;ESLORA_TOTAL;ESLORA_PP;LOA;ARQUEO_TRB;ARQUEO_GT;SITUACION_GT;POTENCIA_CV;POTENCIA_KW;TIPO_CASCO;AÑO_CONST;Observ
1319;23236;ESP000023236;FE TRES;VI-6;4-95;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24600;BAYONA;BAIONA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;18/07/1996;18/07/1996;15/11/1995;NO;7,75;;VL0010;4,03000021;3,140000105;DEFINITIVO;30;22,07505608;POLIESTER;1995;
1320;23238;ESP000023238;ZARAY;VI-5;4-94;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24500;VIGO;VIGO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;18/07/1996;18/07/1996;12/12/1995;NO;6,710000038;;VL0010;4,079999924;2,579999924;DEFINITIVO;44;32,37674713;POLIESTER;1994;
1321;23239;ESP000023239;ABUELO LELO;VI-3;2-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24300;BUEU;BUEU;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;18/07/1996;18/07/1996;27/03/1996;NO;10,25;;VL1012;4,119999886;5,619999886;DEFINITIVO;30;22,07505608;MADERA;1995;
1322;23240;ESP000023240;MODESTO UNO;VI-2;2-95;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24130;COMBARRO;COMBARRO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;18/07/1996;18/07/1996;18/12/1995;NO;7,75;5,739999771;VL0010;3,480000019;2,930000067;DEFINITIVO;24;17,66004372;POLIESTER;1995;
1323;23242;ESP000023242;NUEVO MI VIDA;CA-5;1-96;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;31100;AYAMONTE;AYAMONTE;HUELVA;ANDALUCIA;ALTA DEFINITIVA;;23/07/1996;31/12/1996;21/03/1996;NO;9,5;7,849999905;VL0010;5,369999886;5,829999924;DEFINITIVO;28,02000046;20,61810112;POLIESTER;1996;
1324;23243;ESP000023243;TIFON SEGUNDO;CO-7;2921;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23400;EL GROVE;O GROVE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;23/07/1996;23/07/1996;12/12/1968;NO;6,199999809;;VL0010;1,799999952;1,870000005;DEFINITIVO;40;29,43340683;POLIESTER;1968;
1325;23244;ESP000023244;AMATXO;BI-2;1-96;EA2621;3;CERCO EN CANTABRICO NW;1;CERCO;AZTI;12200;BERMEO;BERMEO;VIZCAYA;PAIS VASCO;ALTA DEFINITIVA;;23/07/1996;31/12/1996;09/07/1996;NO;25,55999947;21;VL2440;78;94;DEFINITIVO;624;459,1611328;ACERO;1996;
1326;23247;ESP000023247;ALEJANDRA;AL-2;2-95;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;NO_ICES;IEO;34300;LA LINEA;LA LINEA DE LA CONCEPCION;CADIZ;ANDALUCIA;ALTA DEFINITIVA;;25/07/1996;25/07/1996;30/06/1996;NO;6,380000114;5,420000076;VL0010;2,200000048;1,74000001;DEFINITIVO;16;11,77336311;MADERA;1995;
1327;23248;ESP000023248;MADIMAR;VI-3;1-96;EB3068;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;30/07/1996;30/07/1996;07/05/1996;NO;14;11;VL1218;9,229999542;16,07999992;DEFINITIVO;97;71,37601471;MADERA;1996;
1328;23249;ESP000023249;EL TERRAL;VI-4;4-95;EB2261;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;13300;SANTOÑA;SANTOÑA;CANTABRIA;CANTABRIA;ALTA DEFINITIVA;;31/07/1996;31/12/1996;11/04/1996;NO;13,5;11,89999962;VL1218;10,19999981;15,77999973;DEFINITIVO;152;111,8469467;ACERO;1995;
1329;23251;ESP000023251;SIEMPRE PECO;ST-3;1-96;EA2630;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;13300;SANTOÑA;SANTOÑA;CANTABRIA;CANTABRIA;ALTA DEFINITIVA;;08/08/1996;31/12/1996;20/07/1996;NO;27;22;VL2440;79,69999695;111;DEFINITIVO;400;294,3340759;ACERO;1996;
1330;23252;ESP000023252;NUEVO LAREDO;VI-5;19-95;EALV;3;ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde.;5;ARRASTRE;IEO;24500;VIGO;VIGO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;13/08/1996;31/12/1996;29/07/1996;NO;36,29999924;30;VL2440;181,5;315;DEFINITIVO;390;286,975708;ACERO;1995;
1331;23254;ESP000023254;ITXAS EDERRA;SS-3;1-96;EB4630;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;AZTI;11310;GUETARIA;GUETARIA;GUIPUZCOA;PAIS VASCO;ALTA DEFINITIVA;;19/08/1996;19/08/1996;27/03/1996;NO;10,05000019;9,050000191;VL1012;3,960000038;3,630000114;DEFINITIVO;45;33,11258316;POLIESTER;1996;
1332;23255;ESP000023255;MADRE LITA;ST-3;2-96;EA2706;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;13300;SANTOÑA;SANTOÑA;CANTABRIA;CANTABRIA;ALTA DEFINITIVA;;21/08/1996;31/12/1996;13/07/1996;SI;29,85000038;24;VL2440;94;135,3099976;DEFINITIVO;333;245,0331116;ACERO;1996;
1333;23256;ESP000023256;MAYADOR UNO;VILL-5;2-96;EA2470;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;21440;PUENTEDEUME;PONTEDEUME;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/09/1996;31/12/1996;15/07/1996;NO;23,30999947;20,05999947;VL1824;49,45000076;87;DEFINITIVO;365;268,579834;ACERO;1996;
1334;23261;ESP000023261;CHOMI PRIMERO;VILL-3;2-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/09/1996;10/09/1996;15/01/1996;NO;6,300000191;;VL0010;1,360000014;1,429999948;DEFINITIVO;4;2,943340778;MADERA;1996;
1335;23262;ESP000023262;CORAL SIETE;VILL-4;1-95;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21100;RIBADEO;RIBADEO;LUGO;GALICIA;ALTA DEFINITIVA;;10/09/1996;10/09/1996;20/06/1996;NO;9,25;8;VL0010;5,789999962;6,190000057;DEFINITIVO;45;33,11258316;POLIESTER;1995;
1336;23264;ESP000023264;OBRE;CO-7;4-95;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21320;CEDEIRA;CEDEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/09/1996;10/09/1996;09/11/1995;NO;12,19999981;10,5;VL1218;7,150000095;9,670000076;DEFINITIVO;30;22,07505608;MADERA;1995;
1337;23265;ESP000023265;ABELAN UNO;GI-5;1-95;EB2568;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;AZTI;11100;PASAJES;PASAIA;GUIPUZCOA;PAIS VASCO;ALTA DEFINITIVA;;10/09/1996;10/09/1996;03/08/1995;NO;9,25;;VL0010;5,260000229;5,849999905;DEFINITIVO;24;17,66004372;POLIESTER;1995;
1338;23266;ESP000023266;CRISMALU;HU-2;3-95;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;31200;ISLA CRISTINA;ISLA CRISTINA;HUELVA;ANDALUCIA;ALTA DEFINITIVA;;10/09/1996;31/12/1996;01/07/1995;NO;12,5;10,10000038;VL1218;11,27999973;13,34000015;DEFINITIVO;85;62,54598999;POLIESTER;1995;
1339;23276;ESP000023276;SIN QUERER DOS;VI-1;3-96;EA2707;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;24100;PORTONOVO;PORTONOVO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;26/09/1996;16/12/1996;28/07/1996;NO;26,79999924;20;VL2440;60,84000015;102,0899963;DEFINITIVO;270;198,6754913;ACERO;1996;
1340;23282;ESP000023282;NUEVO MILLONARIO;CA-5;2-96;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;33510;CONIL;CONIL DE LA FRONTERA;CADIZ;ANDALUCIA;ALTA DEFINITIVA;;04/10/1996;04/10/1996;17/06/1996;NO;8,600000381;;VL0010;3,599999905;3,24000001;DEFINITIVO;42;30,90507698;MADERA;1996;
1341;23286;ESP000023286;SERAL;VI-4;2-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24400;CANGAS;CANGAS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;09/10/1996;09/10/1996;04/07/1996;NO;9,25;8;VL0010;5,789999962;6,190000057;DEFINITIVO;40;29,43340683;POLIESTER;1996;
1342;23295;ESP000023295;PILAR TORRE;ST-2;4-96;EAIQ;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;13210;COLINDRES;COLINDRES;CANTABRIA;CANTABRIA;ALTA DEFINITIVA;;18/10/1996;31/12/1996;04/10/1996;NO;32,5;26,81999969;VL2440;136,9900055;177;DEFINITIVO;430;316,4091187;ACERO;1996;
1343;23296;ESP000023296;BRAULIN;ST-2;3-96;EA2761;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;13200;LAREDO;LAREDO;CANTABRIA;CANTABRIA;ALTA DEFINITIVA;;18/10/1996;31/12/1996;09/10/1996;NO;26,63999939;21,79999924;VL2440;71;94,90000153;DEFINITIVO;285;209,713028;ACERO;1996;
1344;23297;ESP000023297;GONZACOVE UNO;VI-2;4-96;EAIS;3;ARRASTRE DE FONDO EN CANTABRICO NW;1;ARRASTRE;IEO;24200;MARIN;MARIN;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;21/10/1996;31/12/1996;10/10/1996;NO;27;22;VL2440;149;205,9400024;DEFINITIVO;490;360,5592346;ACERO;1996;
1345;23302;ESP000023302;PEDRO XIBANO;VI-5;6-96;EA2540;3;PALANGRE DE SUPERFICIE CALADERO NACIONAL;NO_ICES;NO_ICES;IEO;24500;VIGO;VIGO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;29/10/1996;04/02/2010;12/08/1996;NO;28;22,39999962;VL2440;99,59999847;169;DEFINITIVO;340;250,18396;ACERO;1996;
1346;23305;ESP000023305;DELFIN DOCE;CO-2;2-95;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22400;CAMARIÑAS;CAMARIÑAS;A CORUÑA;GALICIA;ALTA DEFINITIVA;;05/11/1996;05/11/1996;02/02/1996;NO;7,46999979;5,980000019;VL0010;3,400000095;2,769999981;DEFINITIVO;20;14,71670341;POLIESTER;1995;
1347;23307;ESP000023307;CARRAMEXO TRES;VI-8;3-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24800;REDONDELA;REDONDELA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;05/11/1996;05/11/1996;03/01/1996;NO;7,5;6,5;VL0010;3,269999981;3,200000048;DEFINITIVO;12;8,830021858;MADERA;1996;
1348;23311;ESP000023311;SEGUNDO LAGO;CO-7;3-96;;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;22710;PORTOSIN;PORTOSIN;A CORUÑA;GALICIA;ALTA DEFINITIVA;;05/11/1996;05/11/1996;18/06/1996;NO;12,56999969;10,25;VL1218;7,860000134;10,35999966;DEFINITIVO;32;23,54672623;MADERA;1996;
1349;23314;ESP000023314;XARAIBA;VI-1;3-95;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24100;PORTONOVO;PORTONOVO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;15/11/1996;15/11/1996;21/08/1995;NO;9,25;;VL0010;5,789999962;6,190000057;DEFINITIVO;75;55,18763733;POLIESTER;1995;
1350;23316;ESP000023316;ISLA SABLE DOS;VI-4;6-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;13400;SANTANDER;SANTANDER;CANTABRIA;CANTABRIA;ALTA DEFINITIVA;;15/11/1996;18/12/1996;01/10/1996;NO;11,14999962;9,149999619;VL1012;8,699999809;7,96999979;DEFINITIVO;87;64,01766205;MADERA;1996;
1351;23320;ESP000023320;NUEVO PUENTE ZUAZO;CA-5;3-96;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;33510;CONIL;CONIL DE LA FRONTERA;CADIZ;ANDALUCIA;ALTA DEFINITIVA;;15/11/1996;15/11/1996;19/08/1996;NO;8;;VL0010;3,079999924;2,859999895;DEFINITIVO;12;8,830021858;MADERA;1996;
1352;23328;ESP000023328;MARPAR SEGUNDO;VILL-1;2-96;EANE;3;ARRASTRE DE FONDO EN CANTABRICO NW;1;ARRASTRE;IEO;23100;STA. EUGENIA RIVEIRA;RIBEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;22/11/1996;31/12/1996;06/11/1996;NO;27;22;VL2440;134,5;205,9400024;DEFINITIVO;320;235,4672546;ACERO;1996;
1353;23331;ESP000023331;MAROA;GI-7;1-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;14720;SAN JUAN DE LA ARENA;SAN JUAN DE LA ARENA;ASTURIAS;PRINCIPADO DE ASTURIAS;ALTA DEFINITIVA;;22/11/1996;31/12/1996;04/06/1996;NO;9;7,300000191;VL0010;5,099999905;2,960000038;DEFINITIVO;80;58,86681366;MADERA;1996;
1354;23338;ESP000023338;OJALA;SE-2;1-96;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;31200;ISLA CRISTINA;ISLA CRISTINA;HUELVA;ANDALUCIA;ALTA DEFINITIVA;;28/11/1996;28/11/1996;10/04/1996;NO;9,43999958;8,300000191;VL0010;5,010000229;5,579999924;DEFINITIVO;60;44,15011215;OTRO;1996;
1355;23341;ESP000023341;ALEXIA;VI-5;8-96;EA2781;3;PALANGRE DE SUPERFICIE CALADERO NACIONAL;NO_ICES;NO_ICES;IEO;24500;VIGO;VIGO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;28/11/1996;31/12/1996;22/11/1996;NO;28;22,39999962;VL2440;99,19999695;193;DEFINITIVO;357;262,6931458;ACERO;1996;
1356;23344;ESP000023344;GONZACOVE DOS;VI-2;5-96;EANG;3;ARRASTRE EN AGUAS DE PORTUGAL;7;ARRASTRE;IEO;24200;MARIN;MARIN;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/12/1996;31/12/1996;27/11/1996;NO;27;22;VL2440;149;205,9400024;DEFINITIVO;490;360,5592346;ACERO;1996;
1357;23347;ESP000023347;VENTOLINA;CA-3;731;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;33500;BARBATE;BARBATE;CADIZ;ANDALUCIA;ALTA DEFINITIVA;;16/12/1996;08/05/1998;10/01/1952;NO;5,179999828;;VL0010;2,059999943;0,889999986;DEFINITIVO;14;10,30169201;MADERA;1951;
1358;23348;ESP000023348;MARCIALITO QUINTO;VI-1;2-96;EA2692;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;24500;VIGO;VIGO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;13/12/1996;31/12/1996;08/08/1996;NO;19;16;VL1824;37,79999924;50,20000076;DEFINITIVO;275;202,3546753;ACERO;1996;
1359;23349;ESP000023349;CABALEIRO UNO;VI-5;18-95;EA2313;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;21230;CILLERO;CELEIRO;LUGO;GALICIA;ALTA DEFINITIVA;;13/12/1996;13/12/1996;05/03/1996;NO;19;16;VL1824;42,50999832;67;DEFINITIVO;275;202,3546753;ACERO;1995;
1360;23352;ESP000023352;BETI ISKANDER;FE-4;3-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;AZTI;12320;SANTURCE;SANTURTZI;VIZCAYA;PAIS VASCO;ALTA DEFINITIVA;;18/12/1996;18/12/1996;17/10/1996;NO;8,800000191;7,099999905;VL0010;3,849999905;4,130000114;DEFINITIVO;21;15,45253849;POLIESTER;1996;
1361;23353;ESP000023353;CACELITA;HU-2;5-95;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;31100;AYAMONTE;AYAMONTE;HUELVA;ANDALUCIA;ALTA DEFINITIVA;;18/12/1996;31/12/1996;18/07/1996;NO;8,449999809;;VL0010;2,650000095;3,670000076;DEFINITIVO;38;27,96173668;POLIESTER;1996;
1362;23358;ESP000023358;PEDRO Y BEATRIZ;CT-1;3-96;EA2705;3;PALANGRE DE SUPERFICIE EN EL MEDITERRANEO;NO_ICES;NO_ICES;IEO;51110;CARBONERAS;CARBONERAS;ALMERIA;ANDALUCIA;ALTA DEFINITIVA;;18/12/1996;18/12/1996;12/08/1996;NO;20,89999962;17,78000069;VL1824;35,77999878;81,63999939;DEFINITIVO;140;103,016922;MADERA;1996;
1363;23360;ESP000023360;FUENTES;VILL-5;5-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;18/12/1996;31/12/1996;07/06/1996;NO;11,89999962;10,14999962;VL1012;8,960000038;10,51000023;DEFINITIVO;84;61,81015396;MADERA;1996;
1364;23361;ESP000023361;BRAVO SEGUNDO;VILL-3;8-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;18/12/1996;18/12/1996;08/04/1996;NO;9,229999542;;VL0010;3,470000029;4,050000191;DEFINITIVO;24;17,66004372;MADERA;1996;
1365;23362;ESP000023362;ZALO SEGUNDO;FE-4;1-95;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;20/12/1996;20/12/1996;01/10/1996;NO;9,600000381;7,900000095;VL0010;4;4,239999771;DEFINITIVO;21;15,45253849;MADERA;1995;
1366;23363;ESP000023363;SIEMPRE SAN PRUDENCIO;FE-2;4-96;EA2815;3;PALANGRE DE SUPERFICIE CALADERO NACIONAL;NO_ICES;NO_ICES;IEO;21220;BURELA;BURELA;LUGO;GALICIA;ALTA DEFINITIVA;;23/12/1996;31/12/1996;16/12/1996;NO;28;22,39999962;VL2440;99,90000153;169;DEFINITIVO;175;128,7711487;ACERO;1996;
1367;23365;ESP000023365;AIRES DEL ALBA;GI-3;1-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;14200;RIBADESELLA;RIBADESELLA;ASTURIAS;PRINCIPADO DE ASTURIAS;ALTA DEFINITIVA;;13/01/1997;13/01/1997;27/03/1996;NO;8,800000191;;VL0010;4,860000134;2,789999962;DEFINITIVO;38;27,96173668;MADERA;1996;
1368;23366;ESP000023366;ALEXANDRA DEL MAR;CO-6;1-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;14400;GIJON;GIJON;ASTURIAS;PRINCIPADO DE ASTURIAS;ALTA DEFINITIVA;;13/01/1997;13/01/1997;22/04/1996;NO;9,199999809;7,400000095;VL0010;4,78000021;4,440000057;DEFINITIVO;50;36,79175949;MADERA;1996;
1369;23367;ESP000023367;CURUTO DOS;VI-5;14-95;EA6765;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;24500;VIGO;VIGO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;13/01/1997;13/01/1997;08/03/1996;NO;16,60000038;14;VL1218;23,29999924;27,10000038;DEFINITIVO;220;161,8837433;MADERA;1995;
1370;23368;ESP000023368;SEGUNDO RAQUEL;4VILL5;2-96;EA3027;4;SIN CENSO ABIERTO;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;13/01/1997;13/01/1997;12/08/1996;NO;18,79999924;15,19999981;VL1824;39,75999832;39,79999924;DEFINITIVO;220;161,8837433;POLIESTER;;
1371;23369;ESP000023369;POMBO UNO;CO-2;2-96;EAMX;3;ARRASTRE DE FONDO EN CANTABRICO NW;1;ARRASTRE;IEO;23100;STA. EUGENIA RIVEIRA;RIBEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;13/01/1997;13/01/1997;18/06/1996;NO;28;23;VL2440;149;225,8999939;DEFINITIVO;350;257,5422974;ACERO;1996;
1372;23370;ESP000023370;SAN PABLO DOS;VI-4;9-96;;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;24420;MOAÑA;MOAÑA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;13/01/1997;04/03/1997;19/11/1996;NO;11,10000038;;VL1012;8,18999958;7,929999828;DEFINITIVO;75;55,18763733;MADERA;1996;
1373;23371;ESP000023371;SIERRA PONIENTE;VI-4;8-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22200;A CORUÑA;A CORUÑA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;13/01/1997;10/03/1997;12/11/1996;NO;9,5;7,699999809;VL0010;4,46999979;4,130000114;DEFINITIVO;40;29,43340683;MADERA;1996;
1374;23376;ESP000023376;NUEVO PADRE;GI-7;2-96;EA2428;3;PALANGRE DE FONDO EN CANTABRICO NW;1;PALANGRE;IEO;14710;CUDILLERO;CUDILLERO;ASTURIAS;PRINCIPADO DE ASTURIAS;ALTA DEFINITIVA;;13/01/1997;30/06/1997;17/12/1996;NO;16;13;VL1218;24,79999924;27,01000023;DEFINITIVO;130;95,65856934;ACERO;1996;
1375;23377;ESP000023377;NUEVO MACAON;VILL-5;8-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;13/01/1997;13/01/1997;07/10/1996;NO;13,14000034;10,31000042;VL1218;9,56000042;12,81000042;DEFINITIVO;95;69,90434265;MADERA;1996;
1376;23378;ESP000023378;SARJO DOS;VILL-5;6-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;13/01/1997;13/01/1997;18/06/1996;NO;12,09000015;9,840000153;VL1218;6,849999905;9,840000153;DEFINITIVO;50;36,79175949;MADERA;1996;
1377;23380;ESP000023380;LA VERDAD;VILL-1;1268;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;13/01/1997;13/01/1997;18/12/1924;NO;5,639999866;4;VL0010;1;1,309999943;DEFINITIVO;50;36,79175949;POLIESTER;1924;
1378;23381;ESP000023381;PORTO FREIXO DOS;CO-6;1-95;EB7685;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22520;FINISTERRE;FISTERRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;13/01/1997;10/03/1997;27/09/1996;NO;12,5;10;VL1218;9,210000038;12,72000027;DEFINITIVO;40;29,43340683;MADERA;1995;
1379;23382;ESP000023382;NOVO XEIXAL;VI-7;15-96;EANM;3;PALANGRE DE SUPERFICIE EN AGUAS INTERNACIONALES;NO_ICES;NO_ICES;IEO;24700;LA GUARDIA;A GUARDA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;20/01/1997;19/03/1997;10/01/1997;NO;37,59999847;32;VL2440;178;350;DEFINITIVO;620;456,217804;ACERO;1996;
1380;23383;ESP000023383;MATALEÑAS SEGUNDO;ST-4;5-96;EANO;3;ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.;5;FIJAS;IEO;21220;BURELA;BURELA;LUGO;GALICIA;ALTA DEFINITIVA;;21/01/1997;30/06/1997;13/01/1997;NO;29;23,5;VL2440;135,9499969;225;DEFINITIVO;480;353,2008972;ACERO;1997;
1381;23389;ESP000023389;PEDRAS DA AREA;CO-5;2-96;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22530;LIRA-CARNOTA;CARNOTA (LIRA);A CORUÑA;GALICIA;ALTA DEFINITIVA;;27/01/1997;11/06/1997;17/12/1996;NO;10,35000038;8,489999771;VL1012;5,670000076;5,460000038;DEFINITIVO;60;44,15011215;MADERA;1996;
