Id;CODIGO_BUQUE;CODIGO_UE;NOMBRE_BUQUE;MATRICULA;FOLIO;DISTINTIVO;LISTA;CENSOPORMODALIDAD;CALADERO;MODALIDAD;LABORATORIO_PTOBASE;CODIGO_PUERTO_BASE;PUERTO_BASE;VERNACULO;PROVINCIA;AUTONOMIA_PUERTO_BASE;ESTADO;PAIS_EXPORTACION;FECHA_ALTA_CENSO;FECHA_SITUACION;FECHA_ENTRADA_SERVICIO;IRREGULAR;ESLORA_TOTAL;ESLORA_PP;LOA;ARQUEO_TRB;ARQUEO_GT;SITUACION_GT;POTENCIA_CV;POTENCIA_KW;TIPO_CASCO;AÑO_CONST;Observ
6012;58125;ESP000058125;ORBALLO;4FE-4;6-00;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;17/10/2002;17/10/2002;13/11/2000;NO;5;;VL0010;1,169999957;0,519999981;DEFINITIVO;;;MADERA;;
6013;58127;ESP000058127;RAY;VILL-2;1-01;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24410;ALDAN-HIO;ALDAN-HIO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;29/10/2002;02/12/2002;29/07/2002;NO;6,099999905;5,309999943;VL0010;2,49000001;1,669999957;DEFINITIVO;60;44,15011215;POLIESTER;2002;
6014;58128;ESP000058128;RAQUEL M;FE-4;6-01;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;29/10/2002;02/12/2002;30/04/2002;NO;5,599999905;;VL0010;2,539999962;1,149999976;DEFINITIVO;13,5;9,933774948;POLIESTER;2001;
6015;58129;ESP000058129;CARMENCITA;4FE-4;9-97;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;29/10/2002;29/10/2002;14/06/2002;NO;3,299999952;;VL0010;0,370000005;0,25999999;DEFINITIVO;;;MADERA;;
6016;58131;ESP000058131;MARIA DEL MAR;4VI-5;1-00;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;15/11/2002;15/11/2002;23/01/2001;NO;4,400000095;;VL0010;1,220000029;0,540000021;DEFINITIVO;30;22,07505608;POLIESTER;;
6017;58132;ESP000058132;MARIAN UNO;4FE-4;118-97;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;22/11/2002;22/11/2002;20/11/2000;NO;4,329999924;;VL0010;1,330000043;0,610000014;DEFINITIVO;40;29,43340683;POLIESTER;;
6018;58133;ESP000058133;TERESA;4FE-4;3-02;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;22/11/2002;08/04/2003;21/01/2002;NO;3,609999895;;VL0010;0,720000029;0,300000012;DEFINITIVO;5;3,679175854;MADERA;;
6019;58135;ESP000058135;GENUCHA UNO;VILL-2;3-98;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;25/11/2002;16/12/2002;13/05/1999;NO;4,650000095;;VL0010;1,220000029;0,579999983;DEFINITIVO;30;22,07505608;POLIESTER;1998;
6020;58139;ESP000058139;COVADONGA;4FE-4;77-97;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;17/12/2002;19/11/2004;26/05/1998;NO;4;;VL0010;0,699999988;0,370000005;DEFINITIVO;5;3,679175854;MADERA;;
6021;58140;ESP000058140;TERESA UN;4FE-4;5-02;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;17/12/2002;17/12/2002;25/09/2002;NO;5;;VL0010;2,569999933;1,190000057;DEFINITIVO;40;29,43340683;POLIESTER;;
6022;58141;ESP000058141;CRISTINA B;4FE-4;16-01;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;16/01/2003;16/01/2003;22/01/2002;NO;4,400000095;;VL0010;1,590000033;0,649999976;DEFINITIVO;8;5,886681557;POLIESTER;;
6023;58142;ESP000058142;ABRAHAM UNO;4FE-4;8-01;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;16/01/2003;16/01/2003;29/11/2001;NO;4,75;;VL0010;1,850000024;0,670000017;DEFINITIVO;40;29,43340683;POLIESTER;;
6024;58143;ESP000058143;OLIVA;4VI-8;13-97;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;16/01/2003;16/01/2003;01/10/2001;NO;5,25;;VL0010;1,74000001;0,889999986;DEFINITIVO;55;40,47093582;POLIESTER;;
6025;58145;ESP000058145;BLACH M;VI-6;1-02;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24600;BAYONA;BAIONA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;23/01/2003;23/01/2003;06/03/2002;NO;5,599999905;;VL0010;2,539999962;0,949999988;DEFINITIVO;30;22,07505608;POLIESTER;2002;
6026;58146;ESP000058146;IRIA UNO;CO-5;1-01;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22520;FINISTERRE;FISTERRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;11/02/2003;10/03/2003;12/04/2002;NO;5,5;5;VL0010;1,649999976;1,00999999;DEFINITIVO;25;18,39587975;POLIESTER;2001;
6027;58147;ESP000058147;ROCIO P;4FE-4;17-98;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;13/02/2003;13/02/2003;20/03/2001;NO;4,730000019;;VL0010;1,330000043;0,610000014;DEFINITIVO;40;29,43340683;POLIESTER;;
6028;58150;ESP000058150;NAVORA;VILL-3;2-02;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;21/03/2003;21/03/2003;24/05/2002;NO;4,96999979;;VL0010;1,460000038;1;DEFINITIVO;25;18,39587975;POLIESTER;2002;
6029;58153;ESP000058153;CAROLINA DECIMA;4FE-4;100-97;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;H - A.P. POR REACTIVACION;;22/04/2003;11/09/2013;29/12/2000;NO;4,329999924;;VL0010;1,330000043;0,610000014;DEFINITIVO;;;POLIESTER;;
6030;58155;ESP000058155;CRISTIAN M;CO-5;3-02;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22520;FINISTERRE;FISTERRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;22/04/2003;30/07/2004;04/12/2002;NO;5,900000095;5,25;VL0010;2,769999981;1,50999999;DEFINITIVO;50;36,79175949;POLIESTER;2002;
6031;58156;ESP000058156;ISABEL;4VI-5;3-97;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;25/04/2003;25/04/2003;26/03/2003;NO;4,400000095;;VL0010;1,220000029;0,540000021;DEFINITIVO;40;29,43340683;POLIESTER;;
6032;58158;ESP000058158;FAUSTINO UN;CO-7;1-02;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;06/05/2003;11/07/2003;12/12/2002;NO;4,599999905;;VL0010;0,99000001;0,660000026;DEFINITIVO;15;11,03752804;POLIESTER;2002;
6033;58159;ESP000058159;SINAS;CO-3;1-02;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22310;LAGE;LAXE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;06/05/2003;27/06/2003;17/02/2003;NO;7,099999905;6,699999809;VL0010;2,589999914;1,659999967;DEFINITIVO;30,05999947;22,11920547;MADERA;2002;
6034;58160;ESP000058160;VIRGEN DE LOS REYES;HU-1;1110;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;31210;LEPE;LEPE;HUELVA;ANDALUCIA;ALTA DEFINITIVA;;13/05/2003;17/11/2011;04/09/1964;NO;6;;VL0010;1,440000057;0,920000017;DEFINITIVO;;;MADERA;1964;
6035;58164;ESP000058164;PERELLO;FE-4;13-01;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21320;CEDEIRA;CEDEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;23/05/2003;23/05/2003;12/04/2002;NO;5,599999905;;VL0010;2,539999962;1,179999948;DEFINITIVO;50;36,79175949;POLIESTER;2002;
6036;58166;ESP000058166;GARBOSA;VILL-5;1-99;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;27/05/2003;27/05/2003;12/02/1999;NO;5,349999905;;VL0010;1,039999962;0,910000026;DEFINITIVO;20;14,71670341;POLIESTER;1993;
6037;58169;ESP000058169;ROSA MARI;HU-1;1208;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;31210;LEPE;LEPE;HUELVA;ANDALUCIA;H - A.P. POR REACTIVACION;;29/05/2003;28/09/2015;21/01/1973;NO;6,769999981;3,900000095;VL0010;0,899999976;2,119999886;DEFINITIVO;20;14,71670341;POLIESTER;1972;
6038;58170;ESP000058170;RUCA;CO-2;3-98;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22200;A CORUÑA;A CORUÑA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;29/05/2003;10/12/2003;02/12/2002;NO;5,5;4,699999809;VL0010;1,659999967;1,25;DEFINITIVO;25;18,39587975;POLIESTER;1998;
6039;58171;ESP000058171;LUMARA DOS;CO-3;2-01;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22300;CORME;CORME;A CORUÑA;GALICIA;ALTA DEFINITIVA;;20/06/2003;20/06/2003;30/10/2002;NO;7,489999771;;VL0010;2,769999981;3,109999895;DEFINITIVO;50;36,79175949;POLIESTER;2001;
6040;58172;ESP000058172;PELOURIÑO PRIMERO;VI-2;5-00;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24140;CAMPELO;CAMPELO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;26/06/2003;26/06/2003;30/07/2002;NO;5,900000095;5,25;VL0010;2,769999981;1,50999999;DEFINITIVO;30;22,07505608;POLIESTER;2000;
6041;58174;ESP000058174;FELISA UNO;VILL-5;1-03;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;17/07/2003;17/07/2003;14/02/2003;NO;4,960000038;;VL0010;1,179999948;0,939999998;DEFINITIVO;10;7,358351707;POLIESTER;2003;
6042;58177;ESP000058177;BELEN;4VI-5;5-98;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;09/10/2003;09/10/2003;23/01/2001;NO;4,730000019;;VL0010;1,580000043;0,769999981;DEFINITIVO;40;29,43340683;POLIESTER;;
6043;58179;ESP000058179;DIANA UN;VILL-3;5-02;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23340;VILLANUEVA;VILANOVA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;14/10/2003;25/02/2005;15/08/2003;NO;4,489999771;;VL0010;1;0,560000002;DEFINITIVO;15;11,03752804;POLIESTER;2002;
6044;58183;ESP000058183;GALICIA C;VI-1;4-02;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24210;PONTEVEDRA;PONTEVEDRA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;31/10/2003;31/10/2003;04/11/2002;NO;4,699999809;;VL0010;1,389999986;0,620000005;DEFINITIVO;17;12,50919819;POLIESTER;2002;
6045;58184;ESP000058184;NELSON V;VI-1;2-02;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23400;EL GROVE;O GROVE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;31/10/2003;31/10/2003;15/05/2002;NO;4,699999809;;VL0010;1,230000019;0,699999988;DEFINITIVO;25;18,39587975;POLIESTER;2002;
6046;58189;ESP000058189;IGLA;VILL-5;10-92;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;24/11/2003;15/11/2004;16/06/1992;NO;4,889999866;3,849999905;VL0010;0,899999976;0,939999998;DEFINITIVO;4;2,943340778;POLIESTER;1992;
6047;58192;ESP000058192;XUCA;4VILL4;3-03;;4;SIN CENSO ABIERTO;1;MENORES;IEO;23400;EL GROVE;O GROVE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;14/01/2004;14/01/2004;16/06/2003;NO;5,25;;VL0010;1,909999967;0,889999986;DEFINITIVO;30;22,07505608;POLIESTER;;
6048;58196;ESP000058196;ESTEFANIA;4VI-5;6-01;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;19/01/2004;19/01/2004;23/05/1989;NO;4,400000095;;VL0010;1,220000029;0,540000021;DEFINITIVO;40;29,43340683;POLIESTER;;
6049;58197;ESP000058197;PATRICIA;4FE-4;1-00;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;19/01/2004;24/06/2004;26/01/2001;NO;5;;VL0010;1,620000005;0,779999971;DEFINITIVO;40;29,43340683;POLIESTER;;
6050;58202;ESP000058202;UNDARIA;CO-2;1-03;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22200;A CORUÑA;A CORUÑA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;19/02/2004;19/02/2004;13/08/2003;NO;6,699999809;;VL0010;2,880000114;1,710000038;DEFINITIVO;50;36,79175949;POLIESTER;2003;
6051;58203;ESP000058203;NUEVO JUMA;VILL-2;1-03;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23200;CARAMIÑAL;POBRA DO CARAMIÑAL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;20/02/2004;12/03/2004;10/10/2003;NO;6,199999809;5,650000095;VL0010;2,279999971;1,590000033;DEFINITIVO;30;22,07505608;POLIESTER;2003;
6052;58206;ESP000058206;MAR DE AROUSA;VILL-2;2-03;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;23/03/2004;23/04/2004;01/09/2003;NO;5;4,900000095;VL0010;1,830000043;1,220000029;DEFINITIVO;40;29,43340683;POLIESTER;2002;
6053;58209;ESP000058209;LUARADA;FE-4;1-03;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;19/04/2004;19/04/2004;10/10/2003;NO;6,300000191;;VL0010;1,840000033;1,529999971;DEFINITIVO;50;36,79175949;POLIESTER;2003;
6054;58211;ESP000058211;LEISON;FE-4;2-03;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21320;CEDEIRA;CEDEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;28/04/2004;28/04/2004;08/10/2003;NO;5,949999809;;VL0010;2,799999952;1,529999971;DEFINITIVO;30;22,07505608;POLIESTER;2003;
6055;58213;ESP000058213;RITALY;CO-3;2-03;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22300;CORME;CORME;A CORUÑA;GALICIA;ALTA DEFINITIVA;;29/04/2004;29/04/2004;16/02/2004;NO;5,949999809;5,25;VL0010;2,799999952;1,529999971;DEFINITIVO;15;11,03752804;POLIESTER;2003;
6056;58218;ESP000058218;ARENAZA;FE-3;1-04;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21310;CARIÑO;CARIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;06/07/2004;28/09/2004;19/04/2004;NO;6,099999905;5,449999809;VL0010;2,640000105;1,580000043;DEFINITIVO;40;29,43340683;POLIESTER;2004;
6057;58220;ESP000058220;SANVA;4FE-4;9-00;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;08/09/2004;15/06/2005;05/08/2002;NO;4,5;;VL0010;1,659999967;0,75999999;DEFINITIVO;30;22,07505608;POLIESTER;;
6058;58226;ESP000058226;PIBE;4VILL5;4-02;;4;SIN CENSO ABIERTO;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;30/09/2004;30/09/2004;08/10/2002;NO;5,449999809;;VL0010;1,600000024;1,110000014;DEFINITIVO;50;36,79175949;POLIESTER;;
6059;58229;ESP000058229;ROCIO;4VI-5;1-04;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;CAMBIA A OTRA LISTA;;06/10/2004;06/05/2016;07/04/2004;NO;4,400000095;;VL0010;1,429999948;0,709999979;DEFINITIVO;0;0;POLIESTER;;
6060;58230;ESP000058230;TERCERO REGLAMAR;SE-1;5-04;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;32110;CHIPIONA;CHIPIONA;CADIZ;ANDALUCIA;ALTA DEFINITIVA;;20/10/2004;25/11/2004;07/07/2004;NO;6,400000095;;VL0010;0,699999988;0,709999979;DEFINITIVO;30;22,07505608;POLIESTER;2003;
6061;58232;ESP000058232;ISA;4VI-5;9-97;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;26/10/2004;26/10/2004;12/07/2001;NO;4,400000095;;VL0010;1,220000029;0,540000021;DEFINITIVO;25;18,39587975;POLIESTER;;
6062;58237;ESP000058237;TAURO;4FE-4;15-97;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;04/11/2004;04/11/2004;18/08/2004;NO;4,929999828;;VL0010;1,470000029;0,779999971;DEFINITIVO;30;22,07505608;POLIESTER;;
6063;58238;ESP000058238;SORAGA;4VI-8;11-98;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;04/11/2004;04/11/2004;24/01/2001;NO;4,400000095;;VL0010;1,179999948;0,540000021;DEFINITIVO;40;29,43340683;POLIESTER;;
6064;58241;ESP000058241;ALBAR UN;VILL-2;1-02;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;23/11/2004;23/11/2004;06/07/2002;NO;5,300000191;4;VL0010;0,769999981;1,169999957;DEFINITIVO;20;14,71670341;POLIESTER;2002;
6065;58254;ESP000058254;MERCEDES;4FE-4;78-98;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;26/11/2004;26/11/2004;03/03/1999;NO;4,349999905;;VL0010;1,019999981;0,5;DEFINITIVO;;;MADERA;;
6066;58255;ESP000058255;CAROLINA;4VILL4;1-98;;4;SIN CENSO ABIERTO;1;MENORES;IEO;23400;EL GROVE;O GROVE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;26/11/2004;26/11/2004;26/06/1998;NO;5,25;;VL0010;1,399999976;0,689999998;DEFINITIVO;;;MADERA;;
6067;58259;ESP000058259;CANDIDA A.V.;FE-4;3-03;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21320;CEDEIRA;CEDEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;07/12/2004;07/12/2004;05/10/2004;NO;4,699999809;4,099999905;VL0010;1,230000019;0,699999988;DEFINITIVO;17;12,50919819;POLIESTER;2003;
6068;58263;ESP000058263;PINZON DOS;VILL-1;7-04;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23100;STA. EUGENIA RIVEIRA;RIBEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;14/12/2004;17/05/2005;13/10/2004;NO;4,599999905;;VL0010;0,920000017;0,680000007;DEFINITIVO;9,899999619;7,284768105;POLIESTER;2004;
6069;58265;ESP000058265;CATRANO;CO-4;2-04;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22410;CAMELLE;CAMELLE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;26/01/2005;26/01/2005;22/09/2004;NO;6,800000191;6;VL0010;3,349999905;1,919999957;DEFINITIVO;40;29,43340683;POLIESTER;2004;
6070;58269;ESP000058269;ARA UNO;VILL-1;11-04;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;11/02/2005;11/02/2005;15/10/2004;NO;6,400000095;5,300000191;VL0010;2,00999999;1,669999957;DEFINITIVO;50;36,79175949;POLIESTER;2003;
6071;58271;ESP000058271;TORR;VILL-1;8-04;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;14/02/2005;28/02/2005;20/09/2004;NO;6,059999943;4,849999905;VL0010;1,99000001;1,529999971;DEFINITIVO;40;29,43340683;POLIESTER;2004;
6072;58276;ESP000058276;REBECA;4VI-8;4-99;;4;SIN CENSO ABIERTO;1;MENORES;IEO;21420;BARALLOBRE;BARALLOBRE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;16/02/2005;19/04/2005;03/05/1999;NO;4,400000095;;VL0010;1,179999948;0,540000021;DEFINITIVO;;;POLIESTER;;
6073;58278;ESP000058278;NOVO ANTOXO;VILL-3;3-04;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;21/02/2005;11/05/2005;23/11/2004;NO;5,949999809;5,150000095;VL0010;2,5;1,840000033;DEFINITIVO;20;14,71670341;POLIESTER;2004;
6074;58279;ESP000058279;NUEVA GIRALDA;CO-4;5-04;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22410;CAMELLE;CAMELLE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;22/02/2005;22/02/2005;22/10/2004;NO;7;6,099999905;VL0010;2,910000086;1,669999957;DEFINITIVO;40;29,43340683;POLIESTER;2004;
6075;58280;ESP000058280;QUINSITO UN;FE-4;1-05;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22200;A CORUÑA;A CORUÑA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;22/02/2005;06/02/2006;13/01/2005;NO;6,110000134;;VL0010;1,99000001;1,50999999;DEFINITIVO;30;22,07505608;POLIESTER;2005;
6076;58281;ESP000058281;LAXEIRA;CO-3;2-04;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22310;LAGE;LAXE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;25/02/2005;25/02/2005;17/11/2004;NO;7;6,579999924;VL0010;2,940000057;1,940000057;DEFINITIVO;10;7,358351707;MADERA;2004;
6077;58285;ESP000058285;GUAPA UNO;VILL-5;1-04;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;28/03/2005;28/03/2005;05/04/2004;NO;6,480000019;;VL0010;2,630000114;2,150000095;DEFINITIVO;30;22,07505608;POLIESTER;2004;
6078;58287;ESP000058287;NAUTIL;CO-4;8-04;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22400;CAMARIÑAS;CAMARIÑAS;A CORUÑA;GALICIA;ALTA DEFINITIVA;;18/04/2005;15/06/2005;21/12/2004;NO;6,800000191;;VL0010;3,420000076;2,420000076;DEFINITIVO;40;29,43340683;POLIESTER;2004;
6079;58291;ESP000058291;LOS PEPES UNO;CO-6;1-04;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22530;LIRA-CARNOTA;CARNOTA (LIRA);A CORUÑA;GALICIA;ALTA DEFINITIVA;;29/04/2005;20/05/2005;04/04/2005;NO;6,349999905;;VL0010;1,99000001;1,909999967;DEFINITIVO;50;36,79175949;POLIESTER;2004;
6080;58293;ESP000058293;O CUACHO;CO-6;1-05;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22530;LIRA-CARNOTA;CARNOTA (LIRA);A CORUÑA;GALICIA;ALTA DEFINITIVA;;11/05/2005;04/08/2005;11/04/2005;NO;6,099999905;5,449999809;VL0010;2,640000105;1,690000057;DEFINITIVO;15;11,03752804;POLIESTER;2005;
6081;58294;ESP000058294;PLEAMAR DOS;FE-4;2-05;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;11/05/2005;11/05/2005;21/03/2005;NO;6,099999905;;VL0010;1,99000001;1,50999999;DEFINITIVO;40;29,43340683;POLIESTER;2005;
6082;58297;ESP000058297;MOSFIEL DOS;CO-3;3-04;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22300;CORME;CORME;A CORUÑA;GALICIA;ALTA DEFINITIVA;;26/05/2005;07/07/2005;26/01/2005;NO;6,699999809;;VL0010;2,880000114;1,879999995;DEFINITIVO;40;29,43340683;POLIESTER;2004;
6083;58298;ESP000058298;CACHOLAS;VILL-5;2-05;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;31/05/2005;06/02/2006;14/04/2005;NO;6,699999809;6;VL0010;3,410000086;1,99000001;DEFINITIVO;30;22,07505608;POLIESTER;2005;
6084;58299;ESP000058299;AHORA UNO;VILL-1;12-05;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;31/05/2005;13/07/2005;13/05/2005;NO;6,03000021;5,599999905;VL0010;2,809999943;1,519999981;DEFINITIVO;50;36,79175949;POLIESTER;2005;
