"CODIGO_BUQUE";"CODIGO_UE";"CODIGO_CFR";"NOMBRE_BUQUE";"MATRICULA";"FOLIO";"DISTINTIVO";"LISTA";"CENSOPORMODALIDAD";"CALADERO";"MODALIDAD";"ESTADO";"PAIS_EXPORTACION";"FECHA_ALTA_CENSO";"FECHA_SITUACION";"FECHA_ENTRADA_SERVICIO";"IRREGULAR";"ESLORA_TOTAL";"ESLORA_PP";"LOA";"ARQUEO_TRB";"ARQUEO_GT";"SITUACION_GT";"POTENCIA_CV";"POTENCIA_KW";"TIPO_CASCO";"AÑO_CONST"
27742;"ESP000027742";"ESP000027742";"SIEMPRE CICLES";"LU-3";"1-16";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;14/7/2016 0:00:00;14/7/2016 0:00:00;23/6/2016 0:00:00;"NO";9.80;7.96;"VL0010";7.17;5.44;"DEFINITIVO";16.00;11.77;"POLIESTER";2015
27743;"ESP000027743";"ESP000027743";"KANTAURI";"SS-3";"2-15   ";"EAGB";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;14/7/2016 0:00:00;8/3/2017 0:00:00;4/7/2016 0:00:00;"NO";27.55;23.90;"VL2440";146.76;175.00;"DEFINITIVO";540.00;397.35;"POLIESTER";2016
27744;"ESP000027744";"ESP000027744";"O TITAN";"CO-7";"1-16";"EA6680";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"Alta Definitiva";;22/7/2016 0:00:00;19/6/2017 0:00:00;5/7/2016 0:00:00;"NO";23.00;19.40;"VL1824";75.21;78.00;"DEFINITIVO";430.00;316.40;"Poliester";2016
27746;"ESP000027746";"ESP000027746";"CADU";"CO-7";"3-15";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;1/9/2016 0:00:00;15/6/2017 0:00:00;26/7/2016 0:00:00;"NO";7.45;5.96;"VL0010";2.44;1.96;"DEFINITIVO";20.00;14.71;"POLIESTER";2015
27748;"ESP000027748";"ESP000027748";"ROJUMAR";"VILL-5";"1-16";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;6/10/2016 0:00:00;25/11/2016 0:00:00;12/9/2016 0:00:00;"NO";9.65;7.72;"VL0010";5.40;3.44;"DEFINITIVO";16.00;11.77;"Poliester";2016
27749;"ESP000027749";"ESP000027749";"COUSILLAS MEL";"CO-3";"1-16";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;14/10/2016 0:00:00;24/11/2016 0:00:00;30/9/2016 0:00:00;"NO";10.24;9.60;"VL1012";;6.32;"DEFINITIVO";63.00;46.35;"MADERA";2016
27751;"ESP000027751";"ESP000027751";"O ROQUE";"VILL-5";"2-16";"EA4707";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"Alta Definitiva";;2/11/2016 0:00:00;20/2/2017 0:00:00;25/10/2016 0:00:00;"NO";14.99;13.04;"VL1218";26.27;24.84;"DEFINITIVO";75.00;55.18;"Acero";2016
27756;"ESP000027756";"PRT000020349";"BRESO UNO";"VI-5";"2-16";"EADQ";"3";"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.";"5";"FIJAS";"Alta Definitiva";;21/11/2016 0:00:00;19/12/2016 0:00:00;27/8/1998 0:00:00;"NO";23.00;19.24;"VL1824";72.42;123.30;"DEFINITIVO";355.00;261.22;"Acero";1998
27761;"ESP000027761";"ESP000027761";"NUEVO PARAPETA";"VI-1";"2-16";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;12/1/2017 0:00:00;16/1/2018 0:00:00;26/12/2016 0:00:00;"NO";7.45;5.96;"VL0010";2.60;1.74;"DEFINITIVO";12.00;8.83;"Poliester";2016
27762;"ESP000027762";"ESP000027762";"SIEMPRE YOMAR";"AV-3";"2-16";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;31/1/2017 0:00:00;13/2/2018 0:00:00;24/1/2017 0:00:00;"NO";9.99;8.62;"VL0010";8.17;6.46;"DEFINITIVO";35.00;25.75;"Acero";2017
27763;"ESP000027763";"ESP000027763";"NUEVO SOIRANA";"AV-3";"1-16";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;30/1/2017 0:00:00;22/1/2018 0:00:00;24/1/2017 0:00:00;"NO";8.50;7.36;"VL0010";5.61;4.34;"DEFINITIVO";24.00;17.66;;2017
27766;"ESP000027766";"ESP000027766";"NOVO CRISTO DA LAXE";"VI-3";"1-17";;"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;24/3/2017 0:00:00;14/12/2017 0:00:00;22/2/2017 0:00:00;"NO";14.76;11.98;"VL1218";;22.97;"DEFINITIVO";120.00;88.30;"POLIESTER";2017
27767;"ESP000027767";"ESP000027767";"NOVO ARES";"VILL-1";"1-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;7/4/2017 0:00:00;11/3/2019 0:00:00;16/2/2017 0:00:00;"NO";6.00;;"VL0010";1.50;1.38;"DEFINITIVO";9.00;6.62;"Madera";2017
27769;"ESP000027769";"ESP000027769";"ROCIO UN";"CO-2";"3-16";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;27/4/2017 0:00:00;1/9/2017 0:00:00;17/3/2017 0:00:00;"NO";9.96;;"VL0010";5.18;4.28;"DEFINITIVO";24.00;17.66;"POLIESTER";2016
27770;"ESP000027770";"ESP000027770";"FRANCISCO Y CARIDAD";"CA-5";"1-16";"EA6906";"3";"CERCO EN EL GOLFO DE CADIZ";"2";"CERCO";"ALTA DEFINITIVA";;28/4/2017 0:00:00;15/12/2017 0:00:00;17/4/2017 0:00:00;"NO";18.55;16.62;"VL1824";43.74;30.85;"DEFINITIVO";246.00;181.01;"POLIESTER";2016
27772;"ESP000027772";"ESP000027772";"EL CURRITO";"HU-2";"1-16";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"Alta Definitiva";;10/5/2017 0:00:00;17/5/2018 0:00:00;23/1/2017 0:00:00;"NO";14.95;0.00;"VL1218";19.63;14.72;"DEFINITIVO";100.00;73.58;"Poliester";2016
27773;"ESP000027773";"ESP000027773";"ELEUTERIO JOSE BALAYO";"AV-1";"2-16";"EADE";"3";"ARRASTRE DE FONDO EN CANTABRICO NW";"1";"ARRASTRE";"Alta Definitiva";;22/5/2017 0:00:00;26/9/2017 0:00:00;15/5/2017 0:00:00;"NO";32.20;26.00;"VL2440";149.52;284.00;"DEFINITIVO";1266.00;931.56;"Acero";2017
27774;"ESP000027774";"ESP000027774";"DINGUI";"ST-4";"1-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;26/6/2017 0:00:00;31/5/2018 0:00:00;12/6/2017 0:00:00;"NO";9.95;9.12;"VL0010";;7.92;"DEFINITIVO";40.00;29.43;"Poliester";2016
27775;"ESP000027775";"ESP000027775";"PELONIO III";"VILL-3";"1-16";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;29/5/2017 0:00:00;26/10/2017 0:00:00;4/4/2017 0:00:00;"NO";9.98;8.50;"VL0010";5.07;4.17;"DEFINITIVO";19.00;13.98;"POLIESTER";2017
27776;"ESP000027776";"ESP000027776";"XUREL DOUS";"VILL-5";"3-15";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;8/6/2017 0:00:00;5/2/2018 0:00:00;2/6/2017 0:00:00;"NO";6.80;5.44;"VL0010";3.98;1.74;"DEFINITIVO";18.00;13.24;"POLIESTER";2017
27777;"ESP000027777";"ESP000027777";"O LORO";"VILL-5";"1-15";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;16/6/2017 0:00:00;31/5/2018 0:00:00;12/5/2017 0:00:00;"NO";7.83;6.26;"VL0010";3.80;2.57;"DEFINITIVO";20.00;14.71;"Poliester";2017
27778;"ESP000027778";"ESP000027778";"GAREA DOUS";"VI-1";"1-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;21/6/2017 0:00:00;11/3/2019 0:00:00;9/6/2017 0:00:00;"NO";7.49;6.05;"VL0010";2.63;1.97;"DEFINITIVO";32.00;23.54;"Poliester";2017
27779;"ESP000027779";"ESP000027779";"JAVAMAR";"VILL-1";"3-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;23/6/2017 0:00:00;21/9/2017 0:00:00;11/5/2017 0:00:00;"NO";7.48;5.98;"VL0010";2.47;2.59;"DEFINITIVO";10.00;7.35;"POLIESTER";2017
27780;"ESP000027780";"ESP000027780";"MADRE ADRIANA";"CO-5";"1-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;23/6/2017 0:00:00;8/11/2017 0:00:00;2/6/2017 0:00:00;"NO";11.89;;"VL1012";;10.85;"DEFINITIVO";39.98;29.41;"POLIESTER";2017
27783;"ESP000027783";"ESP000027783";"ASURIÑO";"VILL-1";"2-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;18/7/2017 0:00:00;24/10/2017 0:00:00;29/6/2017 0:00:00;"NO";6.32;5.06;"VL0010";2.72;1.97;"DEFINITIVO";32.00;23.54;"POLIESTER";2017
27784;"ESP000027784";"ESP000027784";"HOLANDES ERRANTE";"GI-5";"1-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;18/7/2017 0:00:00;7/5/2018 0:00:00;4/7/2017 0:00:00;"NO";9.95;8.35;"VL0010";10.49;5.20;"DEFINITIVO";40.00;29.43;"Poliester";2016
27785;"ESP000027785";"ESP000025049";"JUNDIÑA CUARTO";"CO-2";"2-17";"EAWC";"3";"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde.";"5";"ARRASTRE";"Alta Definitiva";;24/7/2017 0:00:00;8/3/2018 0:00:00;20/9/2001 0:00:00;"NO";32.50;27.12;"VL2440";171.20;297.00;"DEFINITIVO";732.00;538.63;"Acero";2001
27786;"ESP000027786";"ESP000027786";"PRAIA DE AROU";"CO-2";"4-17";"EA7019";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"Alta Definitiva";;27/7/2017 0:00:00;8/3/2019 0:00:00;20/7/2017 0:00:00;"NO";17.00;14.71;"VL1218";40.82;35.03;"DEFINITIVO";128.00;94.18;"Acero";2017
27789;"ESP000027789";"ESP000027789";"NOVO RAPAZ";"VILL-5";"1-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;19/9/2017 0:00:00;11/4/2019 0:00:00;3/9/2017 0:00:00;"NO";8.70;7.60;"VL0010";2.37;2.48;"DEFINITIVO";15.00;11.03;"Poliester";2017
27790;"ESP000027790";"ESP000027790";"SEMPRE AVANTE";"CO-5";"2-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;29/9/2017 0:00:00;20/2/2018 0:00:00;23/8/2017 0:00:00;"NO";14.97;13.00;"VL1218";;24.00;"DEFINITIVO";95.06;69.94;"POLIESTER";2017
27793;"ESP000027793";"ESP000027793";"CENTENARIO";"GI-4";"1-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;6/10/2017 0:00:00;5/2/2018 0:00:00;28/9/2017 0:00:00;"NO";11.99;;"VL1012";;11.83;"DEFINITIVO";70.00;51.50;"ACERO";2017
27798;"ESP000027798";"ESP000027798";"ESTELA DEL MAR";"SE-1";"1-17";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"Alta Definitiva";;13/11/2017 0:00:00;11/6/2019 0:00:00;11/9/2017 0:00:00;"NO";9.00;7.84;"VL0010";7.99;2.99;"DEFINITIVO";30.00;22.07;"Poliester";2016
27802;"ESP000027802";"FRA000642951";"CARMINCHIN";"CO-4";"3-17";"EA3047";"3";"PALANGRE DE FONDO EN CANTABRICO NW";"1";"PALANGRE";"A.P. POR IMPORTACION";;13/12/2017 0:00:00;13/12/2017 0:00:00;1/1/1989 0:00:00;"NO";16.04;;"VL1218";40.88;57.46;"DEFINITIVO";355.00;261.22;"Acero";1988
27803;"ESP000027803";"ESP000027803";"ARCAY ANDRADE";"CO-3";"2-17";"EA5145";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;8/1/2018 0:00:00;9/2/2018 0:00:00;29/12/2017 0:00:00;"NO";17.80;14.98;"VL1218";40.37;39.24;"DEFINITIVO";160.00;117.73;"ACERO";2017
27805;"ESP000027805";"ESP000027805";"NUEVO JOSE";"CA-5";"1-17";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"Alta Definitiva";;10/1/2018 0:00:00;25/3/2019 0:00:00;26/12/2017 0:00:00;"NO";7.40;6.08;"VL0010";3.32;1.77;"DEFINITIVO";20.00;14.71;"Poliester";2017
27806;"ESP000027806";"ESP000027806";"PLAYA BLANCA";"ST-5";"1-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;11/1/2018 0:00:00;9/7/2018 0:00:00;22/12/2017 0:00:00;"NO";14.98;12.45;"VL1218";19.06;24.28;"DEFINITIVO";99.00;72.84;"Poliester";2017
27807;"ESP000027807";"ESP000027807";"MERCEDES EMILIA";"VI-5";"4-17";"EACZ";"3";"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.";"5";"FIJAS";"ALTA DEFINITIVA";;17/1/2018 0:00:00;20/2/2018 0:00:00;20/12/2017 0:00:00;"NO";28.85;23.98;"VL2440";144.42;295.22;"DEFINITIVO";660.00;485.65;"ACERO";2017
27808;"ESP000027808";"ESP000027808";"VILAR C";"VILL-1";"2-15";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;1/2/2018 0:00:00;8/3/2019 0:00:00;19/1/2018 0:00:00;"NO";11.40;9.12;"VL1012";7.55;5.72;"DEFINITIVO";48.00;35.32;"Poliester";2017
27810;"ESP000027810";"ESP000027810";"BRISAS PIXUETINAS";"AV-1";"1-17";"EAYT";"3";"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.";"5";"FIJAS";"Alta Definitiva";;6/3/2018 0:00:00;3/1/2019 0:00:00;22/2/2018 0:00:00;"NO";24.90;21.78;"VL2440";148.02;235.61;"DEFINITIVO";604.00;444.44;"Acero";2000
27811;"ESP000027811";"ESP000027811";"NUEVO DIAZ CAMACHO";"CA-5";"3-17";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"G - A.P. POR NUEVA CONSTRUCCION";;7/3/2018 0:00:00;7/3/2018 0:00:00;6/2/2018 0:00:00;"NO";9.30;8.08;"VL0010";4.59;3.20;"DEFINITIVO";29.00;21.33;"POLIESTER";2018
27813;"ESP000027813";"ESP000027813";"LAXE DO CON";"VI-5";"2-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;16/4/2018 0:00:00;6/7/2018 0:00:00;23/3/2018 0:00:00;"NO";9.00;7.20;"VL0010";5.42;4.36;"DEFINITIVO";34.00;25.01;"Poliester";2017
27814;"ESP000027814";"ESP000027814";"ALVEI MIÑORI";"CA-5";"2-17";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"G - A.P. POR NUEVA CONSTRUCCION";;16/5/2018 0:00:00;16/5/2018 0:00:00;27/3/2018 0:00:00;"NO";11.70;8.91;"VL1012";0.00;3.03;"DEFINITIVO";30.00;22.07;"Poliester";2017
27818;"ESP000027818";"ESP000027818";"PLAYA DEL GUADIANA";"HU-1";"1-17";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"Alta Definitiva";;1/6/2018 0:00:00;23/5/2019 0:00:00;26/2/2018 0:00:00;"NO";14.98;13.00;"VL1218";23.87;27.46;"DEFINITIVO";200.00;147.16;"Poliester";2018
27819;"ESP000027819";"ESP000027819";"OPRONTO";"CO-7";"1-18";"EA5268";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"Alta Definitiva";;7/6/2018 0:00:00;20/7/2018 0:00:00;31/5/2018 0:00:00;"NO";14.99;13.16;"VL1218";34.21;29.14;"DEFINITIVO";160.00;117.73;"Acero";2018
27821;"ESP000027821";"ESP000027821";"LOBO DO MAR";"CO-4";"2-17";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;15/6/2018 0:00:00;5/10/2018 0:00:00;8/5/2018 0:00:00;"NO";10.45;;"VL1012";;7.34;"DEFINITIVO";33.00;24.28;"Poliester";2017
27822;"ESP000027822";"ESP000027822";"ABUELITA DORI";"HU-2";"1-18";"EA4145";"3";"CERCO EN EL GOLFO DE CADIZ";"2";"CERCO";"Alta Definitiva";;15/6/2018 0:00:00;15/3/2019 0:00:00;7/6/2018 0:00:00;"NO";19.45;16.35;"VL1824";33.37;31.30;"DEFINITIVO";66.00;48.56;"Poliester";2017
50002;"ESP000050002";"ESP000050002";"SANTA BARBARA";"VI-4";"4206   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;4/6/1947 0:00:00;"NO";4.72;;"VL0010";0.71;0.72;"DEFINITIVO";15.00;11.03;"POLIESTER";1946
50004;"ESP000050004";"ESP000050004";"DULCE NOMBRE DE JESUS";"VI-4";"5706   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;30/6/1989 0:00:00;30/6/1989 0:00:00;2/5/1989 0:00:00;"NO";10.85;;"VL1012";8.18;8.93;"DEFINITIVO";47.00;34.58;"MADERA";1989
50005;"ESP000050005";"ESP000050005";"CAMARON III";"VI-4";"5705   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;30/6/1989 0:00:00;30/6/1989 0:00:00;2/5/1989 0:00:00;"NO";11.55;;"VL1012";9.85;10.04;"DEFINITIVO";98.00;72.11;"MADERA";1989
50008;"ESP000050008";"ESP000050008";"ANGELINA";"VI-4";"5664";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;28/1/2019 0:00:00;27/1/1988 0:00:00;"NO";5.33;;"VL0010";0.69;1.33;"DEFINITIVO";25.00;18.39;"Fibra de Vidrio/Plástico";1987
50013;"ESP000050013";"ESP000050013";"TRES HERMANOS";"VI-4";"5002   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;28/12/1970 0:00:00;"NO";6.20;;"VL0010";0.95;1.53;"DEFINITIVO";30.00;22.07;"POLIESTER";1970
50019;"ESP000050019";"ESP000050019";"MONICA";"VI-4";"5028   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;17/1/1972 0:00:00;"NO";5.64;;"VL0010";0.99;1.26;"DEFINITIVO";30.00;22.07;"POLIESTER";1971
50023;"ESP000050023";"ESP000050023";"ALFA";"VI-4";"5680";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/3/2001 0:00:00;8/9/1988 0:00:00;"NO";4.30;;"VL0010";1.33;0.68;"PROVISIONAL";30.00;22.07;"Poliester";
50024;"ESP000050024";"ESP000050024";"CRUZ DE MAYO";"VI-4";"3819";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"RETIRADA DE LA ACTIVIDAD PESQUERA";;10/5/1989 0:00:00;19/6/2019 0:00:00;9/9/1942 0:00:00;"NO";4.20;;"VL0010";1.06;0.47;"DEFINITIVO";0.00;0.00;"Madera";1942
50029;"ESP000050029";"ESP000050029";"RAQUEL";"VI-4";"5649   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;19/8/1987 0:00:00;"NO";5.20;;"VL0010";1.91;1.12;"DEFINITIVO";30.00;22.07;"POLIESTER";1987
50030;"ESP000050030";"ESP000050030";"TRES HERMANOS";"VI-4";"5652   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;21/9/1987 0:00:00;"NO";5.70;;"VL0010";1.96;1.46;"DEFINITIVO";30.00;22.07;"POLIESTER";1987
50034;"ESP000050034";"ESP000050034";"NUEVO BAJAMAR";"VI-4";"5230   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;29/11/2004 0:00:00;29/7/1976 0:00:00;"NO";4.70;;"VL0010";1.09;0.55;"DEFINITIVO";;0.00;"MADERA";1976
50037;"ESP000050037";"ESP000050037";"DOS PILLETES";"VI-4";"5079   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;16/1/1973 0:00:00;"NO";5.05;;"VL0010";0.92;0.98;"DEFINITIVO";15.00;11.03;"POLIESTER";1972
50039;"ESP000050039";"ESP000050039";"MARIA DOLORES";"VI-4";"5347   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;4/12/1979 0:00:00;"NO";5.04;;"VL0010";0.87;0.98;"DEFINITIVO";30.00;22.07;"POLIESTER";1979
50045;"ESP000050045";"ESP000050045";"MARIA";"VI-4";"4188   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;2/12/2004 0:00:00;28/3/1947 0:00:00;"NO";4.15;;"VL0010";1.09;0.39;"DEFINITIVO";;0.00;"MADERA";1947
50046;"ESP000050046";"ESP000050046";"MARCIANA";"VI-4";"4324   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;26/9/1949 0:00:00;"NO";5.65;;"VL0010";1.19;1.26;"DEFINITIVO";20.00;14.71;"POLIESTER";1948
50048;"ESP000050048";"ESP000050048";"OSCAR";"VI-4";"5462";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/3/2001 0:00:00;5/12/1983 0:00:00;"NO";5.30;;"VL0010";1.61;0.82;"DEFINITIVO";4.00;2.94;"Poliester";
50050;"ESP000050050";"ESP000050050";"ISABEL Y JUAN";"VI-4";"5529";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;6/7/1983 0:00:00;"NO";5.72;;"VL0010";0.64;1.23;"DEFINITIVO";30.00;22.07;"Poliester";1983
50055;"ESP000050055";"ESP000050055";"CARMENCITA";"VI-4";"4376   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;5/7/1950 0:00:00;"NO";5.35;;"VL0010";1.00;1.29;"DEFINITIVO";20.00;14.71;"POLIESTER";1949
50069;"ESP000050069";"ESP000050069";"ROSA ROSA";"VILL-3";"10054  ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;5/4/2004 0:00:00;10/2/1988 0:00:00;"NO";4.95;;"VL0010";0.99;0.99;"DEFINITIVO";25.00;18.39;"POLIESTER";1986
50073;"ESP000050073";"ESP000050073";"DIVINA";"VILL-3";"9377   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;24/11/1980 0:00:00;"NO";5.25;;"VL0010";1.01;1.05;"DEFINITIVO";20.00;14.71;"POLIESTER";1980
50074;"ESP000050074";"ESP000050074";"VILLAMAYOR";"VILL-3";"7160   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;17/8/1957 0:00:00;"NO";5.61;;"VL0010";1.14;1.26;"DEFINITIVO";55.00;40.47;"POLIESTER";1957
50075;"ESP000050075";"ESP000050075";"J M";"VILL-3";"8967   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;19/10/1974 0:00:00;"NO";5.65;;"VL0010";1.65;1.26;"DEFINITIVO";40.00;29.43;"POLIESTER";1974
50076;"ESP000050076";"ESP000050076";"BALA";"VILL-3";"9348";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;21/8/1980 0:00:00;"NO";5.05;;"VL0010";1.27;1.05;"DEFINITIVO";25.00;18.39;"Poliester";1980
50077;"ESP000050077";"ESP000050077";"LUNA";"VILL-3";"9244   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;15/1/2002 0:00:00;6/11/1979 0:00:00;"NO";4.90;;"VL0010";1.33;0.63;"DEFINITIVO";4.50;3.31;"MADERA";1979
50078;"ESP000050078";"ESP000050078";"CARMEN";"VILL-3";"6814   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;25/4/1955 0:00:00;"NO";5.25;;"VL0010";1.18;1.05;"DEFINITIVO";25.00;18.39;"POLIESTER";1953
50079;"ESP000050079";"ESP000050079";"AHORA";"VILL-3";"6473   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;25/4/1951 0:00:00;"NO";5.65;;"VL0010";1.13;0.71;"DEFINITIVO";6.00;4.41;"POLIESTER";1950
50080;"ESP000050080";"ESP000050080";"TOURIS";"VILL-3";"6946   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;20/4/1956 0:00:00;"NO";5.45;;"VL0010";0.87;1.29;"DEFINITIVO";25.00;18.39;"POLIESTER";1956
50088;"ESP000050088";"ESP000050088";"MIN";"VI-5";"9840   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;11/3/1986 0:00:00;"NO";4.99;;"VL0010";2.23;1.04;"DEFINITIVO";30.00;22.07;"POLIESTER";1985
50090;"ESP000050090";"ESP000050090";"LIBERTAD";"VI-5";"9880   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;26/11/1986 0:00:00;"NO";5.80;;"VL0010";2.23;0.92;"DEFINITIVO";30.00;22.07;"POLIESTER";1986
