"CODIGO_BUQUE";"CODIGO_UE";"CODIGO_CFR";"NOMBRE_BUQUE";"MATRICULA";"FOLIO";"DISTINTIVO";"LISTA";"CENSOPORMODALIDAD";"CALADERO";"MODALIDAD";"ESTADO";"PAIS_EXPORTACION";"FECHA_ALTA_CENSO";"FECHA_SITUACION";"FECHA_ENTRADA_SERVICIO";"IRREGULAR";"ESLORA_TOTAL";"ESLORA_PP";"LOA";"ARQUEO_TRB";"ARQUEO_GT";"SITUACION_GT";"POTENCIA_CV";"POTENCIA_KW";"TIPO_CASCO";"AÑO_CONST"
2605;"ESP000002605";"ESP000002605";"MAR NOVO";"VI-4";"5468   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;8/6/1982 0:00:00;"NO";8.45;;"VL0010";6.51;3.20;"DEFINITIVO";66.00;48.56;"MADERA";1982
2616;"ESP000002616";"ESP000002616";"OTERO";"VI-8";"1201";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;9/11/1981 0:00:00;"NO";10.20;8.00;"VL1012";6.00;5.38;"DEFINITIVO";75.00;55.18;"Madera";1981
2620;"ESP000002620";"ESP000002620";"PEGAL";"VI-4";"5375";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;5/5/1980 0:00:00;"NO";10.75;;"VL1012";8.80;7.50;"DEFINITIVO";93.00;68.43;"Madera";1980
2624;"ESP000002624";"ESP000002624";"JOSE MANUEL";"VI-4";"5270";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"H - A.P. POR REACTIVACION";;10/5/1989 0:00:00;7/10/2018 0:00:00;29/10/1977 0:00:00;"NO";7.60;;"VL0010";5.19;2.77;"DEFINITIVO";44.00;32.37;"Madera";1977
2626;"ESP000002626";"ESP000002626";"JUAN";"VI-4";"5336";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;24/12/1980 0:00:00;"NO";5.75;;"VL0010";1.11;1.70;"DEFINITIVO";15.00;11.03;"Fibra de Vidrio/Plástico";1979
2637;"ESP000002637";"ESP000002637";"QUE QUIERES";"VI-4";"4408";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;12/9/1951 0:00:00;"NO";6.15;;"VL0010";1.09;1.53;"DEFINITIVO";25.00;18.39;"Poliester";1950
2695;"ESP000002695";"ESP000002695";"PANTERA";"VILL-3";"9389   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;2/1/1980 0:00:00;"NO";5.65;;"VL0010";1.62;1.34;"DEFINITIVO";25.00;18.39;"POLIESTER";1980
2705;"ESP000002705";"ESP000002705";"SUCANI";"VILL-3";"9203";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;6/7/1979 0:00:00;"NO";6.02;;"VL0010";1.54;1.59;"DEFINITIVO";25.00;18.39;"Poliester";1979
2726;"ESP000002726";"ESP000002726";"MOIRANA";"VILL-3";"8590";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;19/10/1971 0:00:00;"NO";6.25;;"VL0010";1.02;1.91;"DEFINITIVO";25.00;18.39;"Madera";1969
2734;"ESP000002734";"ESP000002734";"MARIA PILAR";"VILL-3";"4345";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;10/8/1940 0:00:00;"NO";5.10;;"VL0010";1.00;0.97;"DEFINITIVO";25.00;18.39;"Poliester";1940
2744;"ESP000002744";"ESP000002744";"RIO GRANDE";"VI-2";"1770";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;9/1/1998 0:00:00;15/10/1963 0:00:00;"NO";0.00;10.40;"VL1012";9.38;8.33;"DEFINITIVO";100.00;73.58;"Madera";
2908;"ESP000002908";"ESP000002908";"AVISPA";"VILL-3";"8112";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;15/12/1965 0:00:00;"NO";5.17;;"VL0010";1.36;0.93;"DEFINITIVO";25.00;18.39;"Poliester";1965
2930;"ESP000002930";"ESP000002930";"JERO";"CO-5";"1843";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;10/6/1997 0:00:00;3/12/1977 0:00:00;"NO";5.00;;"VL0010";1.58;0.88;"PROVISIONAL";11.00;8.09;"Madera";
2964;"ESP000002964";"ESP000002964";"COSTA COSTA";"CO-5";"1927";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;25/6/1999 0:00:00;16/9/1981 0:00:00;"NO";4.98;;"VL0010";1.20;0.66;"PROVISIONAL";9.00;6.62;"Madera";
2968;"ESP000002968";"ESP000002968";"JOSE MANUEL";"CO-5";"1482   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;13/10/1959 0:00:00;"NO";7.30;;"VL0010";3.37;1.98;"DEFINITIVO";16.00;11.77;"MADERA";1949
2972;"ESP000002972";"ESP000002972";"PUNTA GALERA";"CO-5";"1712";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;22/5/1967 0:00:00;"NO";7.40;;"VL0010";1.63;1.71;"DEFINITIVO";10.00;7.35;"Madera";1967
2997;"ESP000002997";"ESP000002997";"QUE DIRAN DE MI";"VI-4";"3913   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;22/7/1943 0:00:00;"NO";4.55;;"VL0010";1.01;1.25;"DEFINITIVO";11.00;8.09;"MADERA";1943
2999;"ESP000002999";"ESP000002999";"TRANQUILO";"VILL-3";"7470   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;24/10/1959 0:00:00;"NO";6.60;;"VL0010";1.11;1.38;"DEFINITIVO";12.00;8.83;"MADERA";1959
3000;"ESP000003000";"ESP000003000";"MANSO";"VILL-3";"8950   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;2/12/1974 0:00:00;"NO";4.90;;"VL0010";1.35;0.89;"DEFINITIVO";40.00;29.43;"POLIESTER";1974
3008;"ESP000003008";"ESP000003008";"VELOZ";"VILL-3";"9081   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;11/5/1943 0:00:00;"NO";5.67;;"VL0010";1.50;1.29;"DEFINITIVO";25.00;18.39;"POLIESTER";1943
3015;"ESP000003015";"ESP000003015";"SAN JOSE";"VILL-3";"6351";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;28/9/1950 0:00:00;"NO";5.25;;"VL0010";1.62;1.08;"DEFINITIVO";30.00;22.07;"Poliester";1950
3032;"ESP000003032";"ESP000003032";"MARIANO";"VILL-3";"8983   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;19/11/1974 0:00:00;"NO";5.20;;"VL0010";1.14;0.58;"DEFINITIVO";4.00;2.94;"MADERA";1974
3052;"ESP000003052";"ESP000003052";"TERCERO CUCO";"VILL-3";"8187";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;23/11/1966 0:00:00;"NO";8.74;;"VL0010";3.53;3.30;"DEFINITIVO";24.00;17.66;"Poliester";1966
3059;"ESP000003059";"ESP000003059";"REGENJO";"VILL-3";"8824";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;11/2/1974 0:00:00;"NO";5.60;;"VL0010";1.28;1.26;"DEFINITIVO";10.00;7.35;"Fibra de Vidrio/Plástico";1974
3066;"ESP000003066";"ESP000003066";"VICENTA";"VILL-3";"6762";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;17/9/1954 0:00:00;"NO";5.20;;"VL0010";1.50;1.04;"DEFINITIVO";25.00;18.39;"Poliester";1954
3067;"ESP000003067";"ESP000003067";"ALCALDE";"VILL-3";"9020   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;15/4/1975 0:00:00;"NO";5.60;;"VL0010";1.63;0.97;"DEFINITIVO";5.00;3.67;"MADERA";1975
3087;"ESP000003087";"ESP000003087";"NOLETE";"VILL-3";"8244   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;19/7/1967 0:00:00;"NO";9.05;8.60;"VL0010";5.50;3.25;"DEFINITIVO";24.00;17.66;"MADERA";1967
3090;"ESP000003090";"ESP000003090";"AGUILA";"VILL-3";"5695   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;9/11/1946 0:00:00;"NO";6.04;;"VL0010";1.00;1.52;"DEFINITIVO";60.00;44.15;"POLIESTER";1946
3093;"ESP000003093";"ESP000003093";"AIRES DE CHORENTE";"VILL-3";"8041   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;14/6/2006 0:00:00;17/8/1965 0:00:00;"NO";4.00;;"VL0010";0.92;0.50;"DEFINITIVO";4.00;2.94;"MADERA";1965
3103;"ESP000003103";"ESP000003103";"DEUN KEPA";"BI-1";"2990";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;26/7/2000 0:00:00;10/1/1968 0:00:00;"NO";5.20;;"VL0010";1.11;0.79;"PROVISIONAL";8.00;5.88;"Madera";
3108;"ESP000003108";"ESP000003108";"MONTE CALAMUA";"BI-1";"2950   ";"EDSY";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;1/7/2002 0:00:00;4/5/1964 0:00:00;"NO";26.00;23.00;"VL2440";104.41;104.00;"DEFINITIVO";700.00;515.08;"MADERA";
3122;"ESP000003122";"ESP000003122";"ASTELARRA";"BI-1";"3040   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;15/12/2003 0:00:00;13/11/1974 0:00:00;"NO";6.50;;"VL0010";1.56;1.32;"DEFINITIVO";18.00;13.24;"MADERA";1974
3189;"ESP000003189";"ESP000003189";"CRIOLLO";"VILL-3";"8586";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"DESGUAZADO";;10/5/1989 0:00:00;17/12/2018 0:00:00;4/12/1971 0:00:00;"NO";7.00;;"VL0010";4.06;3.14;"DEFINITIVO";24.00;17.66;"Madera";1971
3227;"ESP000003227";"ESP000003227";"MARY";"FE-3";"1860   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/3/2001 0:00:00;26/9/1978 0:00:00;"NO";5.80;;"VL0010";1.46;0.83;"DEFINITIVO";22.00;16.18;"MADERA";
3233;"ESP000003233";"ESP000003233";"JOSE VICENTE";"FE-3";"1676   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/3/2001 0:00:00;31/10/1963 0:00:00;"NO";4.80;;"VL0010";0.95;0.37;"DEFINITIVO";4.00;2.94;"MADERA";
3241;"ESP000003241";"ESP000003241";"MARIA ISABEL";"FE-3";"1820   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;5/12/1973 0:00:00;"NO";6.72;;"VL0010";1.03;2.20;"DEFINITIVO";25.00;18.39;"POLIESTER";1973
3246;"ESP000003246";"ESP000003246";"PAQUIÑO";"FE-2";"2486   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/3/2001 0:00:00;12/6/1959 0:00:00;"NO";;7.23;"VL0010";2.90;1.29;"DEFINITIVO";12.00;8.83;"MADERA";
3250;"ESP000003250";"ESP000003250";"PIESCU";"GI-4";"1771";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;26/10/1995 0:00:00;5/4/1968 0:00:00;"NO";4.76;;"VL0010";1.40;0.75;"PROVISIONAL";5.00;3.67;"Madera";
3280;"ESP000003280";"ESP000003280";"ISABEL Y JORGE II";"VI-5";"9748   ";;"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;25/3/1982 0:00:00;"SI";13.00;;"VL1218";9.92;13.24;"DEFINITIVO";72.00;52.98;"MADERA";1982
3335;"ESP000003335";"ESP000003335";"SESITO";"VILL-3";"7584";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;19/12/1960 0:00:00;"NO";8.20;;"VL0010";3.50;2.07;"DEFINITIVO";16.00;11.77;"Madera";1960
3347;"ESP000003347";"ESP000003347";"CASTELAO PRIMERO";"VILL-3";"9155   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;28/8/1978 0:00:00;"NO";12.50;;"VL1218";8.54;11.03;"DEFINITIVO";49.00;36.05;"MADERA";1978
3350;"ESP000003350";"ESP000003350";"PAVIA";"VILL-5";"626    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;22/8/1967 0:00:00;"SI";10.50;8.00;"VL1012";3.66;5.19;"DEFINITIVO";24.00;17.66;"MADERA";1966
3367;"ESP000003367";"ESP000003367";"SEIS HERMANOS";"VI-3";"1725   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;24/3/1970 0:00:00;"NO";6.90;;"VL0010";2.58;1.23;"DEFINITIVO";40.00;29.43;"MADERA";1930
3379;"ESP000003379";"ESP000003379";"LOSTREGO UNO";"VI-5";"7555   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;1/9/1955 0:00:00;"NO";7.20;;"VL0010";3.38;1.90;"DEFINITIVO";47.00;34.58;"MADERA";1955
3382;"ESP000003382";"ESP000003382";"LAU";"VI-5";"9734";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;11/12/2002 0:00:00;12/9/1981 0:00:00;"NO";5.50;;"VL0010";2.33;0.93;"DEFINITIVO";15.00;11.03;"Madera";
3393;"ESP000003393";"ESP000003393";"SIRENA";"VI-5";"8551";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;11/3/1965 0:00:00;"NO";11.46;;"VL1012";3.00;7.70;"DEFINITIVO";48.00;35.32;"Madera";1965
3730;"ESP000003730";"ESP000003730";"MARIA JOSE";"CO-3";"1441";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;26/6/1997 0:00:00;31/7/1974 0:00:00;"NO";0.00;4.50;"VL0010";1.37;0.79;"PROVISIONAL";7.00;5.15;"Madera";
3732;"ESP000003732";"ESP000003732";"TAMARA";"CO-5";"1940   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;7/10/1982 0:00:00;"NO";13.40;;"VL1218";8.36;12.45;"DEFINITIVO";100.00;73.58;"MADERA";1982
3734;"ESP000003734";"ESP000003734";"PLAYA DE LANGOSTEIRA";"CO-5";"1832";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;8/4/1976 0:00:00;"NO";11.20;;"VL1012";7.99;7.07;"DEFINITIVO";50.00;36.79;"Madera";1975
3764;"ESP000003764";"ESP000003764";"BALBINA";"FE-2";"2032";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;15/7/1996 0:00:00;1/1/1946 0:00:00;"NO";6.50;6.00;"VL0010";1.88;1.37;"PROVISIONAL";10.00;7.35;"Madera";
3766;"ESP000003766";"ESP000003766";"MARIA MANUELA";"FE-2";"2856   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;13/3/1995 0:00:00;13/3/1995 0:00:00;10/10/1979 0:00:00;"NO";6.70;6.64;"VL0010";1.98;1.12;"DEFINITIVO";12.00;8.83;"MADERA";1979
3779;"ESP000003779";"ESP000003779";"PLAYA DE SACIDO";"FE-2";"2918";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;12/1/1981 0:00:00;"NO";9.90;;"VL0010";5.45;4.61;"DEFINITIVO";58.00;42.67;"Madera";1980
3785;"ESP000003785";"ESP000003785";"PAJARITO";"FE-2";"2929   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;28/4/1981 0:00:00;"NO";7.50;7.30;"VL0010";2.50;2.06;"DEFINITIVO";33.00;24.28;"MADERA";1980
3896;"ESP000003896";"ESP000003896";"RIOMASMA";"ST-2";"1169   ";"EA8654";"3";"VOLANTA EN CANTABRICO NW";"1";"VOLANTA";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;4/5/1956 0:00:00;"NO";20.83;16.40;"VL1824";33.50;33.16;"DEFINITIVO";160.00;117.73;"MADERA";1955
3986;"ESP000003986";"ESP000003986";"BALBINA";"CO-1";"1964   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;27/11/2009 0:00:00;18/12/1944 0:00:00;"NO";11.50;;"VL1012";9.90;5.55;"DEFINITIVO";20.00;14.71;"MADERA";1944
3987;"ESP000003987";"ESP000003987";"TERESITA";"CO-2";"3625";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;26/3/1999 0:00:00;12/2/1976 0:00:00;"NO";0.00;6.50;"VL0010";2.25;1.43;"PROVISIONAL";16.00;11.77;"Madera";
3999;"ESP000003999";"ESP000003999";"PANCHA";"CO-1";"2222";;"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/12/1994 0:00:00;22/11/1960 0:00:00;"NO";0.00;9.00;"VL0010";4.70;3.06;"PROVISIONAL";16.00;11.77;"Madera";
4004;"ESP000004004";"ESP000004004";"MARUJA";"CO-1";"1951";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;5/7/1944 0:00:00;"NO";6.57;;"VL0010";2.36;1.66;"DEFINITIVO";9.00;6.62;"Madera";1944
4010;"ESP000004010";"ESP000004010";"FARRUCA";"CO-1";"2062   ";;"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;5/10/1948 0:00:00;"NO";9.57;;"VL0010";3.91;4.63;"DEFINITIVO";46.00;33.84;"MADERA";1948
4012;"ESP000004012";"ESP000004012";"PEDRA DO MAR";"CO-2";"3602";"EA7536";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;19/5/1975 0:00:00;"NO";16.40;15.00;"VL1218";43.00;43.16;"DEFINITIVO";240.00;176.60;"Madera";1973
4018;"ESP000004018";"ESP000004018";"M PRESAS";"CO-1";"2478   ";"EA5628";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;30/9/2008 0:00:00;6/8/1973 0:00:00;"NO";16.27;15.00;"VL1218";26.81;26.80;"DEFINITIVO";195.00;143.48;"MADERA";1973
4020;"ESP000004020";"ESP000004020";"SEGUNDA MARIA DOLORES";"CO-1";"2374";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;9/7/1968 0:00:00;"NO";6.80;;"VL0010";2.73;1.94;"DEFINITIVO";30.00;22.07;"Poliester";1968
4108;"ESP000004108";"ESP000004108";"SAN MARTIN TERCERO";"CO-2";"3750   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;24/2/1983 0:00:00;"NO";7.50;6.90;"VL0010";2.88;2.42;"DEFINITIVO";41.00;30.16;"MADERA";1983
4110;"ESP000004110";"ESP000004110";"LUPITA";"CO-2";"3644   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/3/2001 0:00:00;12/12/1975 0:00:00;"NO";;4.50;"VL0010";0.87;0.43;"PROVISIONAL";5.00;3.67;"MADERA";
4117;"ESP000004117";"ESP000004117";"ANA";"CO-2";"3538   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;4/9/1974 0:00:00;"NO";6.81;4.70;"VL0010";1.32;1.72;"DEFINITIVO";25.00;18.39;"MADERA";1974
4142;"ESP000004142";"ESP000004142";"DOLORES";"CO-2";"3262   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;28/9/1971 0:00:00;"NO";7.80;6.00;"VL0010";1.47;2.02;"DEFINITIVO";38.00;27.96;"MADERA";1971
4143;"ESP000004143";"ESP000004143";"BICHUCA";"CO-2";"3730   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;28/9/1981 0:00:00;"NO";6.30;5.50;"VL0010";1.95;0.93;"DEFINITIVO";40.00;29.43;"MADERA";1981
4180;"ESP000004180";"ESP000004180";"HERMANOS PASTOR";"AM-2";"1977";"EA4673";"3";"CERCO EN EL GOLFO DE CADIZ";"2";"CERCO";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;25/3/1959 0:00:00;"NO";19.95;15.50;"VL1824";42.27;48.54;"DEFINITIVO";430.00;316.40;"Madera";1958
4207;"ESP000004207";"ESP000004207";"BELLA AGUSTINA";"HU-2";"1367   ";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;8/9/2011 0:00:00;4/12/1953 0:00:00;"NO";8.25;;"VL0010";3.39;2.37;"DEFINITIVO";60.00;44.15;"MADERA";1953
4208;"ESP000004208";"ESP000004208";"BERNARDO ALFAGEME";"VI-5";"6587   ";"EECV";"3";"ARRASTRE EN AGUAS DE PORTUGAL";"7";"ARRASTRE";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;12/5/2000 0:00:00;12/12/1944 0:00:00;"NO";32.00;27.50;"VL2440";166.67;119.00;"PROVISIONAL";330.00;242.82;"ACERO";
4230;"ESP000004230";"ESP000004230";"LA NIÑA MARIA";"CA-2";"587    ";"EA6633";"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;25/6/1969 0:00:00;"NO";15.25;;"VL1218";22.82;21.00;"DEFINITIVO";168.00;123.62;"MADERA";1967
4243;"ESP000004243";"ESP000004243";"MEDINA";"HU-2";"1458";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;3/3/2010 0:00:00;20/4/1956 0:00:00;"NO";7.87;;"VL0010";2.77;1.62;"DEFINITIVO";25.00;18.39;"Poliester";1956
4254;"ESP000004254";"ESP000004254";"NUEVO MIGUELIÑO";"VI-6";"2927   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;22/1/1973 0:00:00;"NO";10.80;;"VL1012";8.93;5.74;"DEFINITIVO";74.00;54.45;"MADERA";1972
4272;"ESP000004272";"ESP000004272";"TONECHO";"VI-6";"3182";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;17/3/1983 0:00:00;"NO";5.64;;"VL0010";1.80;1.25;"DEFINITIVO";25.00;18.39;"Poliester";1983
4288;"ESP000004288";"ESP000004288";"CARMIÑA";"VI-6";"2575   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;25/4/1960 0:00:00;"NO";9.00;;"VL0010";4.87;3.29;"DEFINITIVO";35.00;25.75;"MADERA";1960
4290;"ESP000004290";"ESP000004290";"CALIMERO";"VI-5";"9709   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/3/2001 0:00:00;12/6/1980 0:00:00;"NO";4.90;;"VL0010";1.47;0.97;"PROVISIONAL";9.00;6.62;"MADERA";
